link;captcha;reg;actualink;reflink;timer
http://criptof.ru;reClamper;TRUE;n;y;90
http://freebtc.bissnes.net;reCAPTCHA;TRUE;TRUE;TRUE;90
http://pulpfaucet.com;Solve Media;TRUE;n;y;60
http://1000satoshi.com;Solve Media;FALSE;FALSE;TRUE;60
http://100bitcoin.com;reCAPTCHA;FALSE;FALSE;TRUE;60
http://123.bitcoinaplenty.com;reCAPTCHA;FALSE;FALSE;FALSE;60
http://777.candyfaucet.com;reCAPTCHA;TRUE;FALSE;TRUE;60
http://arbiame.com;Solve Media;FALSE;FALSE;TRUE;60
http://bassfaucet.com;Solve Media;FALSE;FALSE;?ref=12666;60
http://bit.ksoro.com;Solve Media;FALSE;FALSE;TRUE;60
http://bitcoin-ace.ir;reCAPTCHA;FALSE;FALSE;TRUE;60
http://bitcoin.neon.org;reCAPTCHA;FALSE;FALSE;TRUE;60
http://bitcoinfaucet.rocks;Solve Media;TRUE;FALSE;TRUE;60
http://bitcoinflow.me;Solve Media;TRUE;FALSE;TRUE;60
http://bitcoinker.com;Solve Media;FALSE;FALSE;?ref=58acdd63985c;60
http://bitcoins4.me;Solve Media;FALSE;FALSE;FALSE;60
http://bitcoinstarters.com;reClamper;FALSE;FALSE;TRUE;60
http://bitfaucet4.us;Solve Media;FALSE;FALSE;TRUE;60
http://bitmachine.org/mach1/;reCAPTCHA;FALSE;FALSE;?id=1Hvx14vzLMmMiTHCjj3fKECXicvuMqpddg;60
http://bittyfaucet.byethost4.com;reCAPTCHA;FALSE;FALSE;TRUE;60
http://bongbitcoin.com/bongfaucet/;reCAPTCHA;TRUE;FALSE;TRUE;60
http://botva.net;reCAPTCHA;FALSE;FALSE;TRUE;60
http://btc.rkharz.in;Solve Media;FALSE;FALSE;TRUE;60
http://btc2.rena-faucet.com;Solve Media;FALSE;FALSE;?id=42991;60
http://btcforyou.info/fauset.php;Solve Media;FALSE;FALSE;TRUE;60
http://coinracket.com;reCAPTCHA;FALSE;FALSE;TRUE;60
http://dailycoins.net/faucet/;reCAPTCHA;FALSE;FALSE;TRUE;60
http://dailyfreebits.com/faucet;reCAPTCHA;FALSE;FALSE;?id=5390291;60
http://dancefaucet.com;Solve Media;FALSE;FALSE;TRUE;60
http://datafaucet.info;reCAPTCHA;FALSE;FALSE;?id=1101052;60
http://deasfanara.grn.cc;reCAPTCHA;FALSE;FALSE;TRUE;60
http://doors.galat.org;Solve Media;TRUE;FALSE;TRUE;60
http://faucet.bitcoinzebra.com;Solve Media;FALSE;FALSE;?ref=9ea380c70f9d;60
http://faucet.bodylaw.ru;Solve Media;FALSE;FALSE;TRUE;60
http://faucet.galat.org;Solve Media;FALSE;FALSE;TRUE;60
http://faucetofamerica.com;Are You a Human;FALSE;FALSE;TRUE;60
http://flyingfaucet.com;Solve Media;FALSE;FALSE;TRUE;60
http://free-bitcoin-faucet.foreverco.in;Are You a Human;FALSE;FALSE;TRUE;60
http://icebitco.in;Are You a Human;FALSE;FALSE;TRUE;60
http://jackpotfaucet.com;ConCAPTCHA;FALSE;FALSE;?affid=1Hvx14vzLMmMiTHCjj3fKECXicvuMqpddg;60
http://justfreebtc.com;Solve Media;FALSE;FALSE;TRUE;60
http://kav8.com;Solve Media;TRUE;FALSE;TRUE;60
http://leagueofbitcoin.tk;Solve Media;FALSE;FALSE;TRUE;60
http://letsgoo.de;Solve Media;FALSE;FALSE;TRUE;60
http://lotofbits.com;reCAPTCHA;FALSE;FALSE;TRUE;60
http://mobipayer.ru;Are You a Human;FALSE;FALSE;TRUE;60
http://next.hebergratuit.net;Are You a Human;FALSE;FALSE;TRUE;60
http://omux2.ru;Solve Media;FALSE;FALSE;TRUE;60
http://ourbtcsite.com;reClamper;FALSE;FALSE;TRUE;60
http://qoinbox.tk;Solve Media;FALSE;FALSE;TRUE;60
http://realfaucet.is-best.net;Solve Media;FALSE;FALSE;TRUE;60
http://redcoinsco.aws.af.cm;Solve Media;FALSE;FALSE;TRUE;60
http://robcoins.com;reCAPTCHA;FALSE;FALSE;TRUE;60
http://rtube.de;reCAPTCHA;FALSE;FALSE;TRUE;60
http://scratch4satoshis.com;Solve Media;FALSE;FALSE;TRUE;60
http://simplfaucet.com;Are You a Human;FALSE;FALSE;?ref=1Hvx14vzLMmMiTHCjj3fKECXicvuMqpddg;60
http://topptc-sites.tk/faucet/index.php/;none;FALSE;FALSE;TRUE;60
http://treasurefaucet.com;Solve Media;FALSE;FALSE;FALSE;60
http://777btc.cf;Solve Media;FALSE;TRUE;TRUE;60
http://big-coin.eu;reCAPTCHA;FALSE;TRUE;?r=1Hvx14vzLMmMiTHCjj3fKECXicvuMqpddg&u=blpreh@gmail.com;60
http://bit4surf.com;Solve Media;TRUE;TRUE;TRUE;60
http://bitcoin.guysdomain.com;Solve Media;FALSE;TRUE;TRUE;60
http://bitcoin.imgxd.com;Solve Media;FALSE;TRUE;TRUE;60
http://bitcoindroplet.com;Solve Media;FALSE;TRUE;TRUE;60
http://bitcoinfaucet.makebucks.today;reCAPTCHA;FALSE;TRUE;TRUE;60
http://bitcoinfaucet.reallibertymedia.com;reCAPTCHA;FALSE;TRUE;TRUE;60
http://bitcoinforyou.tk;Solve Media;FALSE;TRUE;TRUE;60
http://bitcoingenie.info;Solve Media;FALSE;TRUE;TRUE;60
http://bitcoinra.in;Solve Media;FALSE;TRUE;TRUE;60
http://bitcoins.kurai.nl;reCAPTCHA;FALSE;TRUE;TRUE;60
http://bitcoinsatoshi.tk;Solve Media;FALSE;TRUE;TRUE;60
http://bitfaucet.eu;Solve Media;FALSE;TRUE;TRUE;60
http://bitkran.ru;Solve Media;FALSE;TRUE;TRUE;60
http://bitwinfaucet.tk;Solve Media;FALSE;TRUE;TRUE;60
http://btcbro.com;reCAPTCHA;TRUE;TRUE;TRUE;60
http://btcfaucet.in;reCAPTCHA;TRUE;TRUE;TRUE;60
http://btcfaucetlist.net;reCAPTCHA;FALSE;TRUE;?r=1Hvx14vzLMmMiTHCjj3fKECXicvuMqpddg&u=blpreh@gmail.com;60
http://btcgiveaway.com;Solve Media;FALSE;TRUE;TRUE;60
http://captchaco.in;Solve Media;TRUE;TRUE;TRUE;60
http://captchas.rocks;Solve Media;FALSE;TRUE;TRUE;60
http://caribit.co.in;Solve Media;TRUE;TRUE;TRUE;60
http://claimbit.co.in/;Solve Media;FALSE;TRUE;TRUE;60
http://coin-machine.eu;reCAPTCHA;FALSE;TRUE;?r=1Hvx14vzLMmMiTHCjj3fKECXicvuMqpddg&u=blpreh@gmail.com;60
http://coinfaucet.biz;Solve Media;FALSE;TRUE;TRUE;60
http://cracklaw.ru;Solve Media;FALSE;TRUE;TRUE;60
http://cravebit.com;Solve Media;FALSE;TRUE;TRUE;60
http://fairyfaucet.com;Solve Media;FALSE;TRUE;TRUE;60
http://faucet.csingenieros.com;reCAPTCHA;FALSE;TRUE;TRUE;60
http://faucet.ovh;Solve Media;TRUE;TRUE;TRUE;60
http://faucet.playbitcoingame.com;reCAPTCHA;FALSE;TRUE;TRUE;60
http://free-bitcoin-faucet.com;Solve Media;FALSE;TRUE;TRUE;60
http://free-bitcoiner.ru;Are You a Human;TRUE;TRUE;TRUE;60
http://freebetco.in;Solve Media;FALSE;TRUE;TRUE;60
http://freebitfaucet.com;reCAPTCHA;FALSE;TRUE;TRUE;60
http://futurefaucet.com;reCAPTCHA;FALSE;TRUE;TRUE;60
http://gameoutlet.biz;Solve Media;FALSE;TRUE;TRUE;60
http://garudabitcoin.t15.org;Solve Media;FALSE;TRUE;TRUE;60
http://gibitcoins.me;Solve Media;FALSE;TRUE;TRUE;60
http://gofreebitcoin.com;Solve Media;FALSE;TRUE;TRUE;60
http://goldwmr.ru/play;Solve Media;FALSE;TRUE;TRUE;60
http://happyputin.com;Solve Media;FALSE;TRUE;TRUE;60
http://hotbitco.in;Solve Media;FALSE;TRUE;TRUE;60
http://hotswap.co;Solve Media;FALSE;TRUE;TRUE;60
http://hourlybitcoins.com;Solve Media;TRUE;TRUE;TRUE;60
http://laguna.btcinfame.com;reCAPTCHA;FALSE;TRUE;TRUE;60
http://luckybitfaucet.com;reCAPTCHA;FALSE;TRUE;TRUE;60
http://luckycoin.me;Solve Media;FALSE;TRUE;TRUE;60
http://luckyfaucet.cf;Solve Media;FALSE;TRUE;TRUE;60
http://microfaucet.cryptal.net;Solve Media;FALSE;TRUE;TRUE;60
http://moneyinpjs.com/BTCfaucet/;Solve Media;FALSE;TRUE;TRUE;60
http://moneyinpjs.com/faucet/;Solve Media;FALSE;TRUE;TRUE;60
http://mybtchour.com;Solve Media;FALSE;TRUE;TRUE;60
http://nyancoins.260mb.net/microfaucet/;Solve Media;FALSE;TRUE;TRUE;60
http://offerstep.com;Solve Media;FALSE;TRUE;TRUE;60
http://omux.ru;Solve Media;FALSE;TRUE;/ref_2914;60
http://ourbtchour.com;Solve Media;FALSE;TRUE;TRUE;60
http://qoinmicro.tk/lag/;Solve Media;FALSE;TRUE;TRUE;60
http://satoshibear.com;Solve Media;FALSE;TRUE;TRUE;60
http://scoopyfaucet.webs.pm;reCAPTCHA;FALSE;TRUE;TRUE;60
http://sunbitco.in;reCAPTCHA;TRUE;TRUE;TRUE;60
http://videoripper.de;reCAPTCHA;FALSE;TRUE;TRUE;60
http://welovebtc.com;Are You a Human;FALSE;TRUE;TRUE;60
http://workrunet.info;Solve Media;FALSE;TRUE;TRUE;60
http://yourfaucet.allalla.com;reCAPTCHA;TRUE;TRUE;TRUE;60
http://123.bitcoinaplenty.com;reCAPTCHA;FALSE;TRUE;TRUE;60
http://bitwinfaucet.com/;Solve Media;FALSE;TRUE;TRUE;60
http://btcfaucet.website/;Solve Media;FALSE;TRUE;TRUE;60
http://moneyinpjs.com/bitcoin-tree/;Solve Media;FALSE;TRUE;TRUE;60
http://orangefaucet.com/;Solve Media;FALSE;TRUE;TRUE;60
http://darcoins.com;Solve Media;FALSE;TRUE;TRUE;55
http://superbitco.in;Are You a Human;FALSE;TRUE;?r=3695;55
http://coindigger.co;Solve Media;TRUE;n;?r=bda2d70f07;50
http://btc-faucet.com;Are You a Human;FALSE;FALSE;TRUE;45
http://faucet.cryptbond.com;Solve Media;FALSE;FALSE;TRUE;45
http://winfreebitco.in/16739;reCAPTCHA;FALSE;FALSE;FALSE;45
http://adbiss.net/btcfaucet.php;Solve Media;TRUE;TRUE;TRUE;45
http://free50satoshi.com;Solve Media;FALSE;TRUE;TRUE;45
http://btcfaucet.co;Are You a Human;FALSE;TRUE;TRUE;33
http://mariofaucet.com;Solve Media;TRUE;n;y;30
http://500satoshi.ru;Solve Media;FALSE;FALSE;TRUE;30
http://bitblogshare.com;Solve Media;FALSE;FALSE;TRUE;30
http://bitcoinok.net;reCAPTCHA;FALSE;FALSE;?id=200856;30
http://bitcoinparty.me;Solve Media;TRUE;FALSE;TRUE;30
http://bitcoinspain.net;Solve Media;FALSE;FALSE;TRUE;30
http://bitkendari.wilips.com;Are You a Human;FALSE;FALSE;TRUE;30
http://btc.btcae.net;Are You a Human;TRUE;FALSE;TRUE;30
http://btc4you.com;reCAPTCHA;FALSE;FALSE;TRUE;30
http://buxnama.com/faucet/;Are You a Human;TRUE;FALSE;TRUE;30
http://coin.bitdesire.com;reCAPTCHA;FALSE;FALSE;?id=246928;30
http://connectbitco.in;reCAPTCHA;FALSE;FALSE;?id=203;30
http://cryptoblox.com/faucets/BitCoin/;reCAPTCHA;FALSE;FALSE;?id=182748;30
http://cryptodrips.com;Solve Media;FALSE;FALSE;TRUE;30
http://faucetbtc.com;reCAPTCHA;FALSE;FALSE;TRUE;30
http://fr33bitcoins.com;none;FALSE;FALSE;TRUE;30
http://getfree.co.in;reCAPTCHA;FALSE;FALSE;?id=309941;30
http://jexpotz.com;reCAPTCHA;FALSE;FALSE;TRUE;30
http://kami-ike.net/view/home/;reCAPTCHA;FALSE;FALSE;FALSE;30
http://microbtc.ml;reCAPTCHA;FALSE;FALSE;TRUE;30
http://neobitcoin.com;Solve Media;FALSE;FALSE;?id=174800;30
http://payfaucet.com;Solve Media;FALSE;FALSE;TRUE;30
http://smartbitcoin.cf;reCAPTCHA;FALSE;FALSE;TRUE;30
http://srbitcoin.com;Solve Media;FALSE;FALSE;TRUE;30
http://thebitcoin.me;Solve Media;FALSE;FALSE;TRUE;30
http://thecoinmine.com;Solve Media;TRUE;FALSE;TRUE;30
http://worldfaucet.com;Solve Media;FALSE;FALSE;TRUE;30
http://zknfaucet.com;Solve Media;FALSE;FALSE;TRUE;30
http://aqoinfaucet.tk;Solve Media;FALSE;TRUE;TRUE;30
http://beam-it-up.de;reCAPTCHA;FALSE;TRUE;TRUE;30
http://bearbitco.in;Solve Media;FALSE;TRUE;TRUE;30
http://beefaucet.com;reCAPTCHA;FALSE;TRUE;TRUE;30
http://ben10faucet.com;Solve Media;FALSE;TRUE;TRUE;30
http://bitcoincia.com;Solve Media;FALSE;TRUE;TRUE;30
http://bitcoinsoldado.com;reCAPTCHA;FALSE;TRUE;TRUE;30
http://bitprepay.net;Solve Media;FALSE;TRUE;TRUE;30
http://btc-australian.com;Solve Media;FALSE;TRUE;TRUE;30
http://btc-for-free.tk;reCAPTCHA;FALSE;TRUE;TRUE;30
http://coin.giftdraw.com;Solve Media;FALSE;TRUE;TRUE;30
http://coingalaxy.tk;Solve Media;FALSE;TRUE;TRUE;30
http://earnabitco.in;Solve Media;FALSE;TRUE;TRUE;30
http://faucet.bitcoinsjunkie.org;Solve Media;FALSE;TRUE;TRUE;30
http://finup.info;reCAPTCHA;FALSE;TRUE;TRUE;30
http://forcrypto.com;Solve Media;FALSE;TRUE;TRUE;30
http://freebitcoins.eu/breakout/;Solve Media;FALSE;TRUE;TRUE;30
http://getbitcoin.biz;Solve Media;FALSE;TRUE;TRUE;30
http://jewelrybitco.in;Are You a Human;FALSE;TRUE;TRUE;30
http://mexxbase.mezzacoins.net;Solve Media;FALSE;TRUE;TRUE;30
http://mezzabank.com;Solve Media;FALSE;TRUE;TRUE;30
http://morebitco.doublebitcoins.com;reCAPTCHA;FALSE;TRUE;TRUE;30
http://nix.buysellcoin.net;reCAPTCHA;FALSE;TRUE;TRUE;30
http://pinktussy.co;Solve Media;FALSE;TRUE;TRUE;30
http://profaucet.net;Captch me;FALSE;TRUE;TRUE;30
http://qoinfaucet.com;Are You a Human;FALSE;TRUE;TRUE;30
http://smallbitcoin.doublebitcoins.com;Solve Media;FALSE;TRUE;TRUE;30
http://the-never-ending-story.com;reCAPTCHA;FALSE;TRUE;TRUE;30
http://bitbitco.in/;reCAPTCHA;FALSE;TRUE;TRUE;30
http://visitor4.me/faucet/;reCAPTCHA;TRUE;;;30
http://btc.altcoin.pw;Solve Media;FALSE;TRUE;TRUE;25
http://23satoshi.com/;Solve Media;FALSE;TRUE;TRUE;23
http://bitcobox.doublebitcoins.com;reCAPTCHA;FALSE;FALSE;TRUE;20
http://bitcoinjackpot.co;Are You a Human;FALSE;FALSE;FALSE;20
http://topbitco.in;Solve Media;TRUE;FALSE;?id=4829;20
http://cityofbitcoin.com;reCAPTCHA;TRUE;TRUE;TRUE;20
http://clixincome.com;Solve Media;FALSE;TRUE;TRUE;20
http://timemoney.bissnes.net;reCAPTCHA;FALSE;TRUE;TRUE;20
http://77bitcoins.com;reCAPTCHA;FALSE;FALSE;TRUE;17
http://50or500.com;Solve Media;FALSE;FALSE;TRUE;15
http://bitcoin-a.pl;Solve Media;FALSE;FALSE;TRUE;15
http://bitganancias.com;Solve Media;FALSE;FALSE;TRUE;15
http://car-faucet.netne.net;Are You a Human;FALSE;FALSE;TRUE;15
http://freebitcoins247.com;Solve Media;FALSE;FALSE;TRUE;15
http://myfaucet.likesyou.org;Solve Media;FALSE;FALSE;TRUE;15
http://rainofcoins.tk;Solve Media;FALSE;FALSE;TRUE;15
http://ussr-faucet.com;Solve Media;FALSE;FALSE;TRUE;15
http://bit.finup.info;reCAPTCHA;FALSE;TRUE;TRUE;15
http://bitcoin.giftdraw.com;Solve Media;FALSE;TRUE;TRUE;15
http://bitcoinreward.comxa.com;Solve Media;FALSE;TRUE;TRUE;15
http://blue-faucet.ogsi.it;Solve Media;FALSE;TRUE;TRUE;15
http://btcbank.ml;Solve Media;FALSE;TRUE;TRUE;15
http://btfree.ru;reCAPTCHA;FALSE;TRUE;TRUE;15
http://chesimangia.it/microfaucet;Solve Media;FALSE;TRUE;TRUE;15
http://faucet.bitcoinclub.eu/faucetbox/;Solve Media;FALSE;TRUE;TRUE;15
http://faucet.clixbitco.in;Solve Media;FALSE;TRUE;TRUE;15
http://freebit.wc.lt;Solve Media;FALSE;TRUE;TRUE;15
http://freebitco.info/faucet/;Solve Media;FALSE;TRUE;TRUE;15
http://freebitcoin.pk;Solve Media;FALSE;TRUE;TRUE;15
http://freefaucet.cf;Solve Media;FALSE;TRUE;TRUE;15
http://green-deal.nu;Solve Media;FALSE;TRUE;TRUE;15
http://greenbitco.in;reCAPTCHA;FALSE;TRUE;TRUE;15
http://orange-faucet.ogsi.it;Solve Media;FALSE;TRUE;TRUE;15
http://satoshiprize.com;Solve Media;FALSE;TRUE;TRUE;15
http://yourcontact.co;reCAPTCHA;FALSE;TRUE;TRUE;15
http://4seasonsfaucet.com/?page=ourfaucet;Solve Media;FALSE;FALSE;TRUE;10
http://biofaucet.com;reCAPTCHA;FALSE;FALSE;TRUE;10
http://bitcofree.com;reCAPTCHA;FALSE;FALSE;?id=2068116;10
http://pppfaucet.com/bitcoin/;reCAPTCHA;FALSE;FALSE;TRUE;10
http://100freebit.com;Solve Media;FALSE;TRUE;TRUE;10
http://biflaucet.com/;reCAPTCHA;FALSE;TRUE;TRUE;10
http://biofaucet.com/;reCAPTCHA;FALSE;TRUE;TRUE;10
http://cmmonitor.com/btc/;Are You a Human;FALSE;TRUE;TRUE;10
http://redfaucet.pw/;reCAPTCHA;FALSE;TRUE;TRUE;7
http://bitfaucet.1gh.in;Solve Media;FALSE;FALSE;TRUE;5
http://klikcoin.16mb.com;reCAPTCHA;FALSE;FALSE;TRUE;5
http://scoremybits.com;Solve Media;FALSE;FALSE;TRUE;5
http://bitcoinfast.org;Solve Media;FALSE;TRUE;TRUE;5
http://bitcointrux.com/;Solve Media;FALSE;TRUE;TRUE;5
http://knfaucet.com/;Are You a Human;FALSE;TRUE;TRUE;5
http://megafaucet.ga/;Are You a Human;FALSE;TRUE;TRUE;5
http://mybitcoinfree.com/;Solve Media;FALSE;TRUE;TRUE;5
http://bitcoinxd.com;reCAPTCHA;FALSE;FALSE;?id=265054;2
http://sexyfaucet.com;reCAPTCHA;FALSE;TRUE;TRUE;2
http://bitfaucet4.us;Solve Media;FALSE;FALSE;?r=366390;1
http://btc.jecool.net;reCAPTCHA;FALSE;FALSE;TRUE;1
http://btcgiveaway.wink.ws;Solve Media;FALSE;FALSE;TRUE;1
http://faucet.jecool.net;Are You a Human;FALSE;FALSE;TRUE;1
http://satoshi.jecool.net;reCAPTCHA;FALSE;FALSE;TRUE;1
http://60sek.com;reCAPTCHA;FALSE;TRUE;TRUE;1
http://faucet.btc22.gq;reCAPTCHA;FALSE;TRUE;TRUE;1
http://77bitcoin.com;Are You a Human;TRUE;FALSE;TRUE;0
http://alittlebitcoin.2ie.co;reCAPTCHA;TRUE;FALSE;TRUE;0
http://bitcats.net;reCAPTCHA;TRUE;FALSE;TRUE;0
http://bitcoin.villa-community.com;reCAPTCHA;TRUE;FALSE;TRUE;0
http://bitcoinearn.org;Solve Media;TRUE;FALSE;TRUE;0
http://bitcoinfrax.com;Solve Media;TRUE;FALSE;TRUE;0
http://bitcoins4free.me;reCAPTCHA;TRUE;FALSE;TRUE;0
http://bitcoins4you.pw;reCAPTCHA;TRUE;FALSE;TRUE;0
http://bitcoinsurfer.bitcoinula.com;Solve Media;TRUE;FALSE;TRUE;0
http://bitcoinx.website;Solve Media;TRUE;FALSE;TRUE;0
http://btc-fiat.com;none;TRUE;FALSE;TRUE;0
http://btcmine.net;reCAPTCHA;TRUE;FALSE;TRUE;0
http://c1d1.com;Solve Media;TRUE;FALSE;TRUE;0
http://canhasbitcoin.com;reCAPTCHA;TRUE;FALSE;TRUE;0
http://chptrbit.us;reCAPTCHA;TRUE;FALSE;TRUE;0
